C_invoice,Numero documento,Lote,Monto
1694240,1169335,1331358, 98.00
1694245,1169339,1331362, 95.00
1700132,1170769,1337177, 74.00
1694252,1169346,1331370, 98.00
1694259,1169351,1331376, 39.00
1694260,1169352,1331377, 39.00
1694262,1169353,1331378, 39.00
1694263,1169354,1331380, 140.00
1694278,1169356,1331405, 49.00
1694285,1169359,1331409, 78.00
1694297,1169364,1331415, 98.00
1694295,1169362,1331412, 98.00
1694293,1169360,1331410, 39.00
1694303,1169368,1331418, 98.00
1700157,1170788,1337204, 5.00
1700158,1170789,1337205, 12.00
1694311,1169373,1331429, 95.00
1694347,1169401,1331462, 39.00
1694325,1169384,1331441, 39.00
1694357,1169407,1331471, 95.00
1694354,1169405,1331469, 109.00
1694356,1169406,1331470, 196.00
1694366,1169414,1331481, 39.00
1694371,1169418,1331487, 49.00
1694378,1169422,1331494, 150.00
1694394,1169436,1331508, 39.00
1694405,1169445,1331517, 95.00
1694419,1169455,1331531, 285.00
1694413,1169451,1331527, 56.00
1694423,1169456,1331533, 98.00
1694453,1169477,1331560, 190.00
1694455,1169478,1331566, 75.00
1694521,1169516,1331624, 39.00
1694519,1169514,1331622, 196.00
1694525,1169519,1331628, 150.00
1708067,1173998,1344974, 39.00
1694528,1169521,1331630, 98.00
1694531,1169523,1331632, 39.00
1694540,1169528,1331642, 110.00
1694539,1169527,1331641, 117.00
1694552,1169536,1331653, 12.00
1694543,1169531,1331649, 78.00
1694597,1169555,1331696, 39.00
1694593,1169552,1331692, 39.00
1694606,1169562,1331702, 95.00
1694599,1169557,1331698, 95.00
1694611,1169566,1331709, 196.00
1708370,1174202,1345272, 39.00
1694622,1169572,1331718, 98.00
1694620,1169570,1331713, 49.00
1694617,1169568,1331714, 78.00
1694619,1169569,1331715, 21.00
1694628,1169577,1331724, 39.00
1694625,1169574,1331721, 98.00
1707297,1173897,1344349, 42.00
1694627,1169576,1331723, 294.00
1694631,1169580,1331727, 98.00
1694633,1169581,1331731, 39.00
1694639,1169585,1331735, 66.00
1694667,1169601,1331759, 39.00
1694668,1169602,1331765, 95.00
1694671,1169605,1331768, 95.00
1694676,1169608,1331772, 392.00
1694678,1169609,1331776, 95.00
1694682,1169611,1331778, 95.00
1694684,1169612,1331780, 39.00
1694693,1169619,1331788, 150.00
1694694,1169620,1331789, 39.00
1694701,1169623,1331794, 98.00
1694708,1169629,1331800, 98.00
1694709,1169630,1331802, 42.00
1694720,1169637,1331813, 147.00
1694721,1169638,1331810, 39.00
1694722,1169639,1331814, 190.00
1707363,1173931,1344415, 49.00
1694728,1169644,1331820, 95.00
1694726,1169643,1331819, 95.00
1694744,1169655,1331840, 39.00
1708061,1173992,1344966, 49.00
1694763,1169660,1331852, 78.00
1694764,1169661,1331853, 28.00
1694767,1169663,1331857, 98.00
1694769,1169664,1331859, 49.00
1694777,1169671,1331866, 98.00
1694772,1169667,1331861, 75.00
1694773,1169668,1331862, 49.00
1694775,1169670,1331864, 78.00
1694783,1169676,1331871, 39.00
1694787,1169679,1331874, 95.00
1694782,1169675,1331870, 66.00
1694784,1169677,1331873, 39.00
1714726,1175933,1352706, 39.00
1717080,1176917,1355079, 39.00
1694813,1169694,1331898, 109.00
1694817,1169697,1331901, 49.00
1694840,1169712,1331921, 95.00
1694836,1169709,1331917, 98.00
1699792,1170505,1336842, 392.00
1694844,1169716,1331924, 98.00
1694847,1169717,1331928, 49.00
1718898,1178223,1349418, 190.00
1694870,1169731,1331949, 39.00
1694876,1169735,1331957, 39.00
1694880,1169738,1331960, 95.00
1694877,1169736,1331958, 98.00
1694881,1169739,1331961, 39.00
1694887,1169743,1331966, 95.00
1694889,1169745,1331969, 75.00
1694893,1169747,1331970, 39.00
1694902,1169754,1331979, 78.00
1694907,1169758,1331984, 150.00
1694915,1169760,1331990, 39.00
1694923,1169766,1331999, 63.00
1694931,1169772,1332006, 190.00
1694933,1169774,1332008, 75.00
1719366,1178608,1355475, 49.00
1694949,1169784,1332023, 150.00
1694967,1169798,1332043, 21.00
1708117,1174030,1345077, 39.00
1694987,1169808,1332061, 78.00
1694992,1169811,1332060, 39.00
1694979,1169803,1332052, 95.00
1694989,1169809,1332063, 95.00
1729943,1181961,1366019, 98.00
1694996,1169813,1332071, 78.00
1694995,1169812,1332069, 117.00
1695011,1169816,1332081, 39.00
1695021,1169823,1332084, 84.00
1695017,1169819,1332087, 39.00
1695013,1169817,1332085, 75.00
1695027,1169827,1332093, 78.00
1708194,1174068,1345163, 95.00
1695033,1169831,1332100, 49.00
1695030,1169829,1332098, 49.00
1695035,1169833,1332102, 39.00
1695046,1169841,1332113, 78.00
1695047,1169842,1332114, 42.00
1695048,1169843,1332115, 39.00
1695054,1169845,1332120, 95.00
1714295,1175603,1352295, 75.00
1695093,1169872,1332157, 39.00
1695101,1169875,1332161, 78.00
1695095,1169873,1332159, 39.00
1695103,1169877,1332166, 95.00
1695099,1169874,1332162, 39.00
1695112,1169881,1332173, 95.00
1695161,1169909,1332221, 63.00
1695141,1169896,1332202, 39.00
1695142,1169897,1332203, 285.00
1695157,1169905,1332217, 196.00
1707237,1173862,1344290, 49.00
1695229,1169917,1332674, 98.00
1695345,1169928,1333677, 78.00
1695411,1169934,1334247, 66.00
1695528,1169944,1335192, 75.00
1695548,1169947,1335336, 39.00
1695667,1169956,1335840, 117.00
1695677,1169958,1335844, 98.00
1695698,1169960,1335850, 98.00
1695709,1169962,1335854, 110.00
1695792,1169971,1335867, 49.00
1695832,1169978,1335880, 98.00
1695841,1169979,1335881, 196.00
1707242,1173866,1344297, 35.00
1695915,1169990,1335900, 98.00
1695911,1169989,1335903, 39.00
1695951,1169993,1335907, 98.00
1695974,1169995,1335912, 78.00
1695983,1169998,1335916, 39.00
1696032,1170002,1335923, 95.00
1696067,1170007,1335933, 42.00
1696104,1170009,1335936, 392.00
1696198,1170014,1335956, 190.00
1696184,1170012,1335944, 39.00
1696185,1170013,1335946, 49.00
1696300,1170025,1335969, 39.00
1696294,1170024,1335968, 39.00
1696369,1170032,1335978, 39.00
1696384,1170034,1335980, 39.00
1696409,1170035,1335982, 190.00
1696414,1170037,1335984, 39.00
1696418,1170038,1335985, 39.00
1696438,1170041,1335988, 75.00
1696459,1170045,1335994, 109.00
1696481,1170048,1335995, 39.00
1696511,1170050,1336000, 42.00
1696504,1170049,1335999, 39.00
1696584,1170056,1336009, 39.00
1696555,1170053,1336005, 39.00
1696567,1170054,1336006, 49.00
1696711,1170071,1336032, 78.00
1696735,1170077,1336041, 39.00
1696801,1170089,1336057, 78.00
1699772,1170489,1336823, 98.00
1696785,1170085,1336052, 21.00
1696860,1170093,1336065, 49.00
1696862,1170094,1336067, 150.00
1696876,1170095,1336069, 196.00
1696950,1170104,1336080, 78.00
1697008,1170112,1336091, 117.00
1697013,1170113,1336092, 39.00
1699815,1170526,1336864, 78.00
1697045,1170120,1336101, 98.00
1697035,1170118,1336099, 78.00
1697062,1170121,1336102, 78.00
1697103,1170125,1336109, 74.00
1697233,1170136,1336128, 78.00
1697198,1170131,1336123, 78.00
1697206,1170132,1336126, 78.00
1697267,1170140,1336136, 95.00
1697235,1170137,1336133, 95.00
1697360,1170152,1336158, 78.00
1708193,1174067,1345161, 98.00
1697380,1170162,1336167, 117.00
1697374,1170159,1336168, 95.00
1697412,1170166,1336175, 49.00
1697482,1170172,1336191, 98.00
1697491,1170174,1336193, 98.00
1697511,1170177,1336198, 148.00
1697565,1170179,1336202, 6404.00
1697589,1170182,1336206, 63.00
1697601,1170183,1336207, 78.00
1714542,1175794,1352521, 49.00
1697648,1170191,1336219, 98.00
1697784,1170200,1336241, 109.00
1697790,1170201,1336242, 95.00
1697951,1170222,1336277, 49.00
1697897,1170208,1336259, 39.00
1697906,1170211,1336263, 95.00
1697924,1170213,1336265, 39.00
1697940,1170217,1336273, 42.00
1697948,1170221,1336270, 39.00
1697944,1170219,1336275, 95.00
1697958,1170225,1336282, 98.00
1697970,1170227,1336285, 39.00
1698001,1170228,1336293, 42.00
1698031,1170231,1336299, 39.00
1718629,1177997,1348722, 39.00
1698045,1170232,1336302, 39.00
1698072,1170235,1336304, 39.00
1698130,1170241,1336310, 45.00
1698135,1170242,1336312, 98.00
1698158,1170246,1336316, 39.00
1698215,1170253,1336328, 475.00
1698253,1170257,1336335, 49.00
1698264,1170258,1336337, 78.00
1698275,1170260,1336339, 39.00
1698310,1170263,1336344, 117.00
1718871,1178199,1349383, 39.00
1698384,1170271,1336357, 196.00
1698415,1170276,1336364, 39.00
1698429,1170278,1336368, 156.00
1698593,1170290,1336398, 95.00
1698623,1170292,1336405, 330.00
1699175,1170348,1336505, 39.00
1698868,1170303,1336429, 49.00
1698898,1170307,1336434, 35.00
1698979,1170314,1336445, 95.00
1698971,1170313,1336448, 98.00
1698982,1170316,1336452, 49.00
1699017,1170326,1336460, 98.00
1699055,1170332,1336468, 55.00
1699092,1170337,1336479, 95.00
1699112,1170339,1336481, 75.00
1699133,1170343,1336498, 49.00
1699176,1170349,1336506, 210.00
1699167,1170347,1336504, 98.00
1699259,1170356,1336522, 39.00
1699276,1170361,1336527, 156.00
1699273,1170359,1336525, 84.00
1699316,1170364,1336531, 75.00
1699362,1170368,1336536, 39.00
1699360,1170367,1336535, 78.00
1699399,1170369,1336538, 39.00
1699457,1170375,1336547, 39.00
1718488,1177874,1348563, 39.00
1699517,1170387,1336567, 66.00
1699516,1170386,1336566, 190.00
1699519,1170389,1336569, 66.00
1699537,1170397,1336587, 95.00
1699573,1170399,1336648, 392.00
1699601,1170400,1336651, 66.00
1699605,1170404,1336655, 49.00
1699608,1170405,1336659, 39.00
1718627,1177996,1348721, 39.00
1699628,1170411,1336678, 49.00
1699630,1170413,1336680, 95.00
1699658,1170415,1336708, 95.00
1699665,1170421,1336715, 39.00
1718411,1177806,1348470, 49.00
1699668,1170422,1336718, 74.00
1700269,1170874,1337314, 98.00
1700265,1170870,1337310, 78.00
1699725,1170447,1336775, 95.00
1699734,1170456,1336784, 78.00
1709780,1174478,1346806, 28.00
1699735,1170457,1336785, 66.00
1699743,1170463,1336795, 74.00
1699749,1170467,1336799, 66.00
1699750,1170468,1336800, 66.00
1699755,1170473,1336805, 98.00
1699756,1170474,1336806, 66.00
1729831,1181895,1365913, 98.00
1699764,1170482,1336814, 98.00
1699763,1170481,1336813, 66.00
1699781,1170495,1336830, 196.00
1699780,1170494,1336831, 78.00
1699783,1170497,1336833, 42.00
1699797,1170510,1336847, 39.00
1699806,1170518,1336856, 78.00
1699798,1170511,1336848, 98.00
1699800,1170512,1336850, 95.00
1699801,1170513,1336851, 74.00
1708147,1174043,1345108, 39.00
1718491,1177877,1348567, 49.00
1699807,1170519,1336858, 66.00
1699808,1170520,1336857, 39.00
1699811,1170522,1336862, 132.00
1699830,1170541,1336880, 74.00
1699821,1170532,1336871, 98.00
1699826,1170537,1336876, 95.00
1699828,1170539,1336878, 74.00
1699836,1170545,1336886, 66.00
1699849,1170556,1336901, 42.00
1699843,1170550,1336893, 28.00
1699846,1170553,1336896, 78.00
1699847,1170554,1336897, 66.00
1699848,1170555,1336900, 28.00
1699854,1170561,1336906, 148.00
1699853,1170560,1336903, 39.00
1699852,1170559,1336902, 95.00
1699873,1170577,1336922, 112.00
1699902,1170594,1336955, 42.00
1699913,1170601,1336968, 95.00
1699918,1170605,1336974, 98.00
1699933,1170617,1336980, 95.00
1699936,1170620,1336986, 84.00
1699958,1170638,1337003, 28.00
1699944,1170628,1336999, 132.00
1718418,1177812,1348482, 148.00
1699952,1170632,1337002, 190.00
1699954,1170634,1337005, 21.00
1699953,1170633,1337004, 148.00
1699960,1170640,1337010, 28.00
1699963,1170643,1337013, 21.00
1699979,1170655,1337030, 285.00
1700004,1170675,1337049, 98.00
1699996,1170668,1337045, 39.00
1700007,1170678,1337056, 74.00
1700006,1170677,1337055, 84.00
1700018,1170683,1337068, 66.00
1700025,1170688,1337075, 66.00
1700027,1170689,1337076, 66.00
1700029,1170691,1337078, 39.00
1700047,1170706,1337097, 74.00
1701158,1171345,1338182, 49.00
1700041,1170701,1337091, 95.00
1700052,1170709,1337101, 66.00
1714816,1176010,1352802, 95.00
1700106,1170748,1337151, 118.00
1700097,1170741,1337143, 95.00
1700096,1170740,1337141, 78.00
1700112,1170753,1337160, 132.00
1700115,1170755,1337158, 95.00
1700109,1170751,1337155, 74.00
1700129,1170767,1337175, 39.00
1700135,1170772,1337183, 66.00
1700156,1170787,1337203, 132.00
1700162,1170791,1337207, 39.00
1700165,1170794,1337209, 95.00
1700178,1170806,1337223, 39.00
1700170,1170799,1337215, 39.00
1700182,1170809,1337222, 28.00
1700180,1170808,1337225, 132.00
1700184,1170811,1337227, 66.00
1707404,1173948,1344455, 39.00
1700194,1170819,1337240, 84.00
1700190,1170815,1337233, 66.00
1700213,1170833,1337254, 56.00
1700214,1170834,1337256, 78.00
1700221,1170841,1337264, 56.00
1700223,1170843,1337266, 95.00
1708218,1174086,1345198, 55.00
1700225,1170844,1337267, 66.00
1700607,1170931,1337663, 66.00
1700245,1170858,1337285, 78.00
1700243,1170857,1337287, 95.00
1700260,1170866,1337301, 190.00
1700282,1170882,1337318, 98.00
1700396,1170893,1337444, 56.00
1700573,1170899,1337625, 78.00
1700461,1170895,1337504, 84.00
1700689,1170986,1337628, 84.00
1700572,1170898,1337624, 98.00
1700575,1170901,1337627, 39.00
1700580,1170906,1337633, 95.00
1718490,1177876,1348566, 55.00
1700578,1170904,1337631, 66.00
1700590,1170914,1337642, 74.00
1700591,1170915,1337644, 117.00
1700599,1170923,1337655, 98.00
1725217,1179973,1362544, 74.00
1700611,1170935,1337670, 117.00
1700606,1170930,1337662, 95.00
1700704,1171001,1337672, 39.00
1700613,1170937,1337675, 234.00
1700615,1170939,1337679, 39.00
1700616,1170940,1337683, 66.00
1700709,1171006,1337688, 56.00
1700618,1170942,1337685, 74.00
1700710,1171007,1337696, 49.00
1700624,1170948,1337694, 132.00
1700622,1170946,1337692, 28.00
1700628,1170950,1337697, 148.00
1700634,1170955,1337704, 74.00
1700631,1170953,1337702, 28.00
1724309,1179739,1360446, 39.00
1700640,1170961,1337712, 39.00
1700641,1170962,1337713, 28.00
1700719,1171013,1337723, 190.00
1700644,1170965,1337719, 84.00
1700722,1171015,1337731, 95.00
1700723,1171016,1337735, 74.00
1700651,1170972,1337732, 132.00
1700653,1170974,1337734, 148.00
1700654,1170975,1337738, 39.00
1700656,1170977,1337740, 74.00
1700662,1170983,1337748, 285.00
1700692,1170989,1337752, 190.00
1724182,1179651,1360322, 39.00
1700729,1171021,1337758, 190.00
1700694,1170991,1337755, 66.00
1700725,1171018,1337753, 190.00
1700727,1171019,1337756, 74.00
1700697,1170994,1337763, 28.00
1700695,1170992,1337759, 66.00
1724387,1179797,1360518, 39.00
1700696,1170993,1337760, 78.00
1700731,1171023,1337762, 39.00
1700732,1171024,1337766, 98.00
1700735,1171027,1337772, 78.00
1700734,1171026,1337770, 66.00
1700744,1171036,1337778, 39.00
1700742,1171034,1337780, 49.00
1700743,1171035,1337781, 98.00
1700741,1171033,1337779, 66.00
1700747,1171038,1337783, 95.00
1707422,1173955,1344473, 49.00
1700809,1171085,1337828, 39.00
1700781,1171066,1337821, 28.00
1700842,1171111,1337881, 74.00
1700780,1171065,1337820, 66.00
1700788,1171071,1337825, 74.00
1700800,1171077,1337838, 150.00
1700799,1171076,1337837, 78.00
1700807,1171083,1337847, 98.00
1700812,1171088,1337849, 95.00
1700811,1171087,1337851, 66.00
1700827,1171100,1337862, 190.00
1700822,1171095,1337860, 59.00
1700824,1171097,1337863, 74.00
1700823,1171096,1337861, 66.00
1700830,1171102,1337867, 66.00
1700840,1171109,1337878, 109.00
1700845,1171113,1337886, 98.00
1700851,1171117,1337889, 190.00
1700856,1171121,1337893, 74.00
1700887,1171145,1337924, 28.00
1700898,1171156,1337934, 39.00
1700867,1171128,1337904, 74.00
1700890,1171148,1337926, 95.00
1700882,1171140,1337919, 95.00
1700881,1171139,1337917, 95.00
1700873,1171132,1337910, 132.00
1700871,1171131,1337908, 66.00
1700879,1171138,1337915, 78.00
1700888,1171146,1337922, 28.00
1700889,1171147,1337925, 148.00
1700883,1171141,1337920, 39.00
1700886,1171144,1337923, 98.00
1700895,1171153,1337931, 95.00
1700893,1171151,1337929, 74.00
1700926,1171183,1337961, 95.00
1700911,1171168,1337943, 28.00
1719220,1178506,1355355, 98.00
1700913,1171170,1337949, 78.00
1700921,1171178,1337955, 74.00
1700919,1171176,1337956, 117.00
1700917,1171174,1337953, 66.00
1719222,1178508,1355357, 39.00
1700933,1171189,1337969, 74.00
1700931,1171187,1337966, 190.00
1700932,1171188,1337968, 132.00
1700946,1171197,1337979, 95.00
1700949,1171200,1337984, 98.00
1700951,1171202,1337986, 95.00
1700961,1171208,1337995, 39.00
1719221,1178507,1355356, 74.00
1700973,1171215,1338006, 95.00
1700976,1171217,1338010, 66.00
1708226,1174092,1345208, 49.00
1700979,1171219,1338013, 66.00
1700990,1171228,1338023, 39.00
1700988,1171226,1338020, 74.00
1700991,1171229,1338022, 98.00
1700987,1171225,1338019, 39.00
1701006,1171238,1338033, 148.00
1701001,1171237,1338032, 78.00
1701414,1171484,1338431, 95.00
1701018,1171245,1338049, 74.00
1701031,1171253,1338062, 66.00
1701034,1171254,1338064, 28.00
1701035,1171255,1338065, 98.00
1701038,1171257,1338068, 39.00
1701039,1171258,1338069, 98.00
1701046,1171261,1338075, 74.00
1701047,1171262,1338077, 39.00
1701053,1171266,1338082, 66.00
1701055,1171268,1338084, 109.00
1701054,1171267,1338083, 74.00
1701066,1171274,1338095, 93.00
1701070,1171277,1338100, 98.00
1701071,1171278,1338097, 36.00
1701072,1171279,1338101, 95.00
1701077,1171283,1338105, 10.00
1701082,1171285,1338110, 49.00
1701087,1171289,1338116, 84.00
1701089,1171291,1338115, 95.00
1701096,1171297,1338123, 66.00
1701105,1171305,1338133, 74.00
1701107,1171306,1338136, 74.00
1701110,1171309,1338138, 12.00
1701122,1171317,1338148, 196.00
1701123,1171318,1338149, 28.00
1701126,1171320,1338152, 39.00
1701136,1171328,1338161, 109.00
1701159,1171346,1338183, 56.00
1701137,1171329,1338163, 105.00
1701138,1171330,1338164, 78.00
1701141,1171332,1338166, 95.00
1701145,1171335,1338171, 66.00
1701148,1171337,1338172, 49.00
1701363,1171452,1338382, 95.00
1701155,1171342,1338180, 95.00
1701160,1171347,1338186, 39.00
1701164,1171348,1338193, 95.00
1701166,1171349,1338195, 39.00
1701174,1171353,1338198, 132.00
1701179,1171357,1338205, 148.00
1748526,1189060,1384453, 974.00
1701182,1171359,1338211, 98.00
1701382,1171462,1338402, 66.00
1701186,1171361,1338214, 196.00
1701501,1171514,1338508, 39.00
1701196,1171369,1338224, 95.00
1701200,1171373,1338230, 39.00
1701214,1171379,1338242, 49.00
1701218,1171381,1338245, 74.00
1718998,1178311,1349558, 63.00
1701247,1171390,1338268, 95.00
1701498,1171512,1338506, 74.00
1701245,1171389,1338271, 66.00
1701253,1171395,1338277, 98.00
1701259,1171397,1338283, 39.00
1701263,1171398,1338286, 148.00
1701285,1171409,1338309, 66.00
1701294,1171413,1338317, 190.00
1701305,1171418,1338329, 42.00
1701311,1171422,1338333, 39.00
1701322,1171427,1338343, 133.00
1718749,1178099,1349243, 95.00
1701337,1171437,1338361, 84.00
1701347,1171441,1338366, 74.00
1701352,1171444,1338374, 28.00
1701358,1171448,1338377, 95.00
1701356,1171446,1338375, 39.00
1701374,1171457,1338391, 196.00
1701377,1171460,1338395, 39.00
1701398,1171472,1338415, 39.00
1701393,1171468,1338410, 75.00
1701395,1171469,1338411, 56.00
1701400,1171473,1338417, 105.00
1701406,1171478,1338423, 95.00
1701403,1171476,1338420, 109.00
1718475,1177862,1348546, 59.00
1701424,1171489,1338440, 56.00
1701425,1171490,1338441, 66.00
1720044,1178905,1359088, 98.00
1701455,1171498,1338469, 98.00
1701469,1171500,1338480, 12.00
1701480,1171504,1338491, 74.00
1701533,1171537,1338537, 56.00
1701546,1171545,1338551, 63.00
1701492,1171507,1338500, 196.00
1701510,1171521,1338517, 190.00
1701512,1171523,1338520, 140.00
1701517,1171525,1338524, 380.00
1701541,1171541,1338546, 55.00
1701549,1171547,1338554, 112.00
1701599,1171579,1338688, 190.00
1739832,1185636,1375758, 39.00
1701566,1171557,1338571, 28.00
1701586,1171572,1338589, 66.00
1701600,1171580,1338690, 98.00
1701596,1171578,1338654, 98.00
1701616,1171583,1338785, 118.00
1701638,1171587,1338965, 56.00
1701656,1171592,1339119, 49.00
1708145,1174042,1345106, 39.00
1701757,1171600,1339460, 66.00
1701808,1171607,1339469, 74.00
1701903,1171612,1339475, 98.00
1701904,1171613,1339476, 39.00
1701936,1171616,1339479, 42.00
1718665,1178028,1348762, 39.00
1701963,1171619,1339487, 117.00
1701989,1171622,1339491, 132.00
1702014,1171626,1339498, 66.00
1702003,1171625,1339495, 109.00
1702049,1171631,1339503, 74.00
1702151,1171644,1339522, 190.00
1702163,1171646,1339530, 132.00
